District,Crop,Soil Type
Tenkasi,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Thoothukudi,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Kanyakumari,Rice,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Banana,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Jackfruit,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Mango,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Tapioca,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Cashew nut,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Coconut,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Clove,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Vegetables,"Saline Coastal, Alluvium, Deep Red Loam"
Kanyakumari,Tamarind,"Saline Coastal, Alluvium, Deep Red Loam"
Nilgiris,Wheat,Lateritic
Nilgiris,Garlic,Lateritic
Nilgiris,Lemon,Lateritic
Nilgiris,Lime,Lateritic
Nilgiris,Pomegranate,Lateritic
Nilgiris,Pineapple,Lateritic
Nilgiris,Beans,Lateritic
Nilgiris,Beetroot,Lateritic
Nilgiris,Cabbage,Lateritic
Nilgiris,Chowchow,Lateritic
Nilgiris,Cotton,Lateritic
Nilgiris,Pepper,Lateritic
Nilgiris,Coffee,Lateritic
Nilgiris,Potato,Lateritic
Nilgiris,Banana,Lateritic
Nilgiris,Mandarin,Lateritic
Nilgiris,Orange,Lateritic
Nilgiris,Pear,Lateritic
Nilgiris,Cardamom,Lateritic
Nilgiris,Cutflowers,Lateritic
Nilgiris,Strawberry,Lateritic
Nilgiris,Avocado,Lateritic
Nilgiris,Tea,Lateritic
Nilgiris,Ginger,Lateritic
Kodaikanal,Wheat,Lateritic
Kodaikanal,Garlic,Lateritic
Kodaikanal,Lemon,Lateritic
Kodaikanal,Lime,Lateritic
Kodaikanal,Pomegranate,Lateritic
Kodaikanal,Pineapple,Lateritic
Kodaikanal,Beans,Lateritic
Kodaikanal,Beetroot,Lateritic
Kodaikanal,Cabbage,Lateritic
Kodaikanal,Chowchow,Lateritic
Kodaikanal,Cotton,Lateritic
Kodaikanal,Pepper,Lateritic
Kodaikanal,Coffee,Lateritic
Kodaikanal,Potato,Lateritic
Kodaikanal,Banana,Lateritic
Kodaikanal,Mandarin,Lateritic
Kodaikanal,Orange,Lateritic
Kodaikanal,Pear,Lateritic
Kodaikanal,Cardamom,Lateritic
Kodaikanal,Cutflowers,Lateritic
Kodaikanal,Strawberry,Lateritic
Kodaikanal,Avocado,Lateritic
Kodaikanal,Tea,Lateritic
Kodaikanal,Ginger,Lateritic
